 深圳信息职业技术学院O计财处S处长P,管理六级,
 深圳市O政府S党组S成员P,中国自由贸易试验区深圳前海蛇口片区管理委员会常务副主任,
南顺食品工业有限公司O中国区S人力资源总经理P,广州南顺清洁用品有限公司总经理,
 招商局O蛇口工业区有限公司S总经理P,中国自由贸易试验区深圳前海蛇口片区管理委员会副主任,
深圳大学O纪委办公室S副主任P,深圳大学总医院党委副书记,
深圳大学O督导室五级S督导员P,深圳大学总医院党委副书记,
 深圳信息职业技术学院O教务处S办公室S临时负责人P,科,
 深圳信息职业技术学院O教务处S副处长P,科,
 深圳信息职业技术学院O国家骨干校建设办公室S主任P,管理六级,
 深圳市L气象局监测网络处O副处长S负责人P,主持全面工作）,
 武汉大学O物理科学与技术学院S教师P,教授三级,
 山西L平鲁县O干部P,劳动锻炼,
深圳大学O信息工程学院S教授P,深圳大学人事工作教授委员会主任,
国务院O国资委外事局S二处S处长P,调全国人大常委员会办公厅外事局工作,
 哈尔滨工业大学深圳研究生院O教授P,致公党深圳市委员会副主委,
 深圳市L侨联O副主席P,致公党深圳市委员会副主委,
深圳大学O校长P,深圳社会科学院副主席,
香港L商报港闻部O副主任P,深圳特区报对外新闻部记者,
 招商港务技术部O副经理P,主持工作,
招商局集团O区域发展部S部长P,深圳市招商蛇口资产管理有限公司总经理,
 招商局蛇口工业区控股股份有限公司O党委S常委P,中国自由贸易试验区深圳前海蛇口片区管理委员会副主任,
羊城晚报O校对员P,深圳记者站记者,
 深圳信息职业技术学院O党委办公室S副主任P,科,
深圳大学O信息工程学院S教授P,省级计算机实验示范中心副主任,
 深圳市L前海深港现代服务业合作区O管理局S副局长P,中国自由贸易试验区深圳前海蛇口片区管理委员会副主任,
 深圳信息职业技术学院O教务处S教务科S临时负责人P,科,
深圳大学O副校长P,深圳青年联合会常委,
机关党委O纪委S副书记P,深圳广电集团人力资源中心副主任,
中国国际经济贸易仲裁委员会O副主任P,深圳分会党组书记,
晶报O任U记者P,首席记者,
中国科学院O西安光机所S研究实习员P,光学精密机械研究所瞬态光学技术国家重点实验室助理研究员,
深圳大学O副校长P,深圳技术大学主任,
华夏城视网络电视股份有限公司O总经理P,深圳广信网络传媒有限公司总经理,
 陕西省L外语师专S学生处S工作U,教学工作,
 陕西省L外经委派O深圳长安公司S总办秘书P,工,
 深圳信息职业技术学院O应用英语系S直属党支部S书记P,正科级,
 广东省L深圳市L委员会O常委P,中国自由贸易试验区深圳前海蛇口片区管理委员会主任,
国信证券有限责任公司O历任总裁办公室S主任P,研究策划中心策划研究部总经理,
深业有限公司O审计部S副总经理P,深圳市深业荆东高速公路有限公司监事,
国信证券有限责任公司O历任江苏技术服务中心S总经理P,江阴虹桥南路营业部总经理,
国信证券股份有限公司O江苏分公司S总经理P,南京洪武路证券营业部总经理,
克州华辰能源有限公司O,克州华辰车用天然气有限公司执行董事,
苏州基金O董事P,副总经理,
 海军南海舰队O服役U,排,
香港L深华交通实业有限公司O副经理P,深圳市深华运输有限公司副经理,
国信证券股份有限公司O总裁助理P,博士后工作部办公室主任,
国信证券股份有限公司O监事会S监事P,博士后工作部办公室主任,
国信证券股份有限公司O监事会S主席P,博士后工作站办公室主任,
中心书城O筹备办S,深圳书城中心城实业有限公司招商部工作,
 深圳市L规划国土局O罗湖分局S工作人员P,科,
国信证券有限责任公司O总裁办S文秘负责人P,董事长办公室董事会会议秘书,
国信证券股份有限公司O固定收益事业部S副总裁P,债券发行四部总经理,
 深圳L巴士集团龙岗公共汽车有限公司O营运部S,从事安全内勤工作,
 深圳市L东部公交四分公司O服务质量部S,担任部门临时负责人职务,
 深圳市L东部公交四分公司O营运部S,担任部门临时负责人职务,
深业集团有限公司O董事S,华润深国投投资有限公司董事,
中国华融资产管理公司O投资银行部S,证券业务部第一重组办公室,
 南京L仪表机械厂O,政工科,
深业集团有限公司O董事长P,市特区建设发展集团有限公司董事,
 深圳市L公路局O局团委S书记P,期间,
深业集团有限公司O投资发展部S工作人员P,惠州深业南方地产有限公司副总经理,
东海证券股份有限公司O固定收益部S总经理P,债券发行部总经理,
东海证券股份有限公司O总裁助理P,债券发行部总经理,
同济大学O道路与交通工程系S公路U,城市道路机场工程专业研究生学习,
 深圳市L前海深港现代服务业合作区管理局O副局长P,中国自由贸易试验区深圳前海蛇口片区管理委员会副主任,
中油资产管理有限公司O副总经理P,黑龙江龙煤矿业集团股份有限公司监事,
国信证券有限责任公司O历任深圳证券营业一部S总助P,广州东风中路证券营业部副总,
国信证券有限责任公司O总裁助理P,广州东风中路证券营业部总经理,
能源集团O团委S书记P,深圳能源集团股份有限公司企业文化部总监,
能源集团O纪委S副书记P,深圳能源集团股份有限公司企业文化部总监,
怀化供电段电力调度室O助工P,芷江接触网车间领工员,
 内蒙古师范大学O教育系S工作U任U秘书P,教学,
美国泰为软件有限公司O,软件开发部高级软件工程师,
国信证券有限责任公司O首席工程师P,渠道产品发展部总经理,
深水宝安水务集团公司O董事长P,深圳市水务有限公司党委委员,
中国国际智力服务公司O美国MASCON公司S中国办事处S项目经理P,广州办事处负责人,
 中国第一汽车集团公司O,资金调度,
国信证券有限责任公司O历任武汉京汉大道证券营业部S副总经理P,深圳红岭中路证券营业部副总经理,
国信证券有限责任公司O历任深圳营销中心S总经理P,深圳福民路证券营业部总经理,
国信证券有限责任公司O事业部S副总裁P,深圳福民路证券营业部总经理,
国信证券有限责任公司O历任总裁助理P,深圳营销中心总经理,
国信证券股份有限公司O总裁助理P,深圳泰九分公司总经理,
 深圳L机场旅客服务部P配载科S副科长P,主持工作,
国信证券股份有限公司O证券金融事业部S副总裁P,证券金融事业部融资融券业务部总经理,
 深圳市L智慧城市科技发展集团有限公司O董事P,政协深圳市委员会人口资源环境委员会副主任,
康佳集团股份有限公司O投资中心S业务经理P,深圳聚龙光电有限公司董事会秘书,
国信证券有限责任公司O资产管理总部S副总经理P,深圳资产管理部总经理,
国信证券股份有限公司O经纪事业部S副总裁P,深圳分公司总经理,
项目经理P,咨询顾问,
国信证券股份有限公司O湖北经纪分公司S总经理P,武汉沿江大道证券营业部总经理,
国信证券股份有限公司O湖北分公司S总经理P,武汉沿江大道证券营业部总经理,
 深圳市L投资管理管理公司O资产经营部S工作U,期间,
建全程物流有限公司O,期间借调到深圳市国资委规划发展处工作,
深业公司监事会主席,深圳政府驻驻港澳办党组成员,
中华财务会计咨询有限公司O高级业务经理P,深圳副总经理,
深业集团O副董事长P,深圳深业党委副书记,
大丰辉太阳能有限公司O,泗县深能能源投资有限公司邳州市方华力恒能源科技有限公司执行董事,
交通部第四航务工程局O二公司S赤湾工程处P,广州港湾设计院员工,
天健集团O市政三公司S工作U,滨海大道试验段技术负责人,
天健集团O香港公司S工作U,KCRC601技术负责人,
 深圳市L燃气集团股份有限公司O董事长P,政协深圳市委员会经济委员会副主任,
广东L特建发东部投资有限公司O总经理P,深汕合作区海港新城投资建设有限公司总经理,
深港总经理P,党委副书记,
国信证券O浙江管理总部S总经理P,杭州保俶路营业部总经理,
 深圳市L地铁有限公司O企业管理部S固定资产投资计划管理P,产权管理,
平安银行O工会S副主席P,台盟广东省委员会副主委,
平安银行O工会S主席P,台盟广东省委员会副主委,
深业集团有限公司O副总经理P,深业鹏基有限公司董事长,
 顺德美的北滘港项目O总经理人选P,从事项目收购谈判工作,
 借调U深圳市L公共汽车公司O团委S负责人P,主持全面工作,
中国人保O深圳分公司S,君安证券总办秘书,
国信证券O有限责任公司S监察稽核总部S高级经理P,招标采购委员会委员,
 任坪西公路有限公司O总经理P,期间,
 深圳市L投资控股有限公司O董事P,主持全面工作,
国信证券有限责任公司O历任投资银行总部S深圳二部S副总经理P,深圳业务部总经理,
深业鹏基有限公司O董事P,深业南方地产有限公司董事,
 深圳L青年杂志社O社长P,总编民进深圳市委员会副主委,
 深圳市L特区建设发展集团有限公司O董事P,主持全面工作,
深业鹏基有限公司O董事P,深业南方地产有限公司董事,
怡万实业发展有限公司O,深圳国际控股有限公司深圳代表处财务部工作财务部经理,
河源电厂O联合执行办公室S副主任P,广东河源电厂项目指导委员会主席,
深能合电力有限公司O董事长P,深圳妈湾电力有限公司党委书记,
 深圳市L机场有限公司O财务总监有限公司S董事P,2005.08起任深圳市机场股份有限公司董事）,
 深圳市L盐田港集团有限公司O董事P,主持全面工作,
国信证券股份有限公司O固定收益事业部S副总裁P,债券发行二部总经理,
美国罗盛咨询O全球合伙人P,亚太区美洲区汽车业务负责人,
 深圳市L人才服务中心O三资企业服务部S科员P,党务工作,
 深圳市L人才服务中心O三资企业服务部S副主任科员P,党务工作,
国信证券股份有限公司O经纪事业部S副总裁P,证券金融事业部副总裁,
深业集团有限公司O董事会S办公室S副主任P,深圳控股有限公司投资者关系部总经理,
解放军O189师S,北京卫戍区警卫4师炮兵团战士,
深业有限公司O董事P,深圳市政府驻港澳办主任,
深业有限公司O党委书记P,深圳市政府驻港澳办主任,
 天健集团O市场拓展部S负责人P,天健集团深圳市市政工程总公司市场拓展部任经理,
 湖南省L衡阳市L审计局O,工交审计科,
中国新技术创业投资公司O,深圳代表处,
盐田港集团O工作集团工会O主管会计P,盐田港投资控股有限公司财务经理,
期间：U,深圳市盐田港集团有限公司机关工会委员会主席,
 西安L车辆厂O见习U,助,
 深圳市L盐田港集团有限公司O计划经营部S工作U,主持工作,
天健集团O总部S工作U,主要从事过信息化系统开发,
天健集团O总部S任U投资管理部S副总监P,负责房地产开发投资拓展,
期间：U,《住宅与房地产》杂志总编,
 深圳市L城市公共安全技术研究院O危化品部S副总经理P,工业安全研究,
 深圳市L城市公共安全技术研究院O技术质量与研发中心S总经理P,对外交流合作等,
华夏证券有限公司L证券发行部O股票发行处S业务经理P,证券发行二部副总经理,
 深圳市L振业股份有限公司O办公室S办公室U副主任P,2003.11—2013.06深圳市振业股份有限公司办公室文秘档案室经理,e
 深圳市L盐田港集团有限公司O人力资源部S副经理P,主持工作,
 深圳L机场候机楼有限公司O从事U人事培训P,专技管理工作,
新通产实业开发有限公司O董事长P,深圳高速公路股份有限公司监事会主席,
蛇口安达实业股份有限公司O企管部S项目经理P,深圳市安达集装箱有限公司总经理助理,
 深圳市L深国际华南物流有限公司O副总经理P,期间,
国信证券股份有限公司O总裁助理P,证券金融事业部总裁,
全程物流有限公司O财务部S总经理助理P,深圳全程总裁助理,
 深房集团O企业发展部S副经理P,深房百货副总经理深圳市物业管理公司董事,
深建国际集团O物业发展事业部S总经理P,深圳华辉装饰设计工程有限公司董事,
新通产实业有限公司O综合部S经理P,深圳新丽鑫混凝土有限公司,
联合证券有限责任公司O经纪业务总部S副总经理P,深南中路营业部总经理,
招商证券U,国信证券投资银行部负责人,
 深圳市L龙岗区L燃气有限公司O财务部S副部长P,主持工作,
深房集团O宝安开发公司S,龙岗开发公司董事总经理,
 深圳市L水务工程建设管理中心O专技七级U职员P,正科级,
深业集团有限公司O董事P,华润深国投投资有限公司董事,e
天健集团O香蜜新村旧改项目公司S董事长P,城市更新项目部总经理,e
香港亿统投资有限公司O总裁P,深圳市中盟科技股份有限公司董,
香港亿统投资有限公司O总裁P,深圳市九天资本投资合伙企业合伙人,
深业有限公司O董事P,深圳市政府港澳办事处党组成员,
 深圳市L财政局O副局长P,政协深圳市委员会提案委员会副主任,
 深圳市L国有资产管理办公室O副主任P,政协深圳市委员会提案委员会副主任,
 深圳市L人大O干部培训中心S副主任P,政协深圳市委员会提案委员会副主任,
中国平安保险股份有限公司O副总经理P,首席财务执行官,
中国平安保险股份有限公司O总经理P,首席财务执行官,
深业有限公司O董事P,深圳泰然股份有限公司董事长,
 广州L军区O政治部S政研处S干事P,处,e
 济南L第二棉纺厂O技术员P,调度,
 国营武昌造船厂O船研所S,厂办,
 深圳市L保健办O主任助理P,正科级,
四川L峨眉电影厂O厂长助理P,宣发信息处处长,
南方科技大学O校长P,广东省深圳市政协科教卫体委员会副主任,
深圳大学O党委S副书记P,深圳大学中国经济特区研究中心主任,
深圳大学O党委S副书记P,深圳大学中国经济特区研究中心主任,
 广东省L深圳市L政协S副主席P,民建广东省委员会常委,
 广东省L深圳市L公安局O网络警察支队S支队长P,政协深圳市第四届委员会委员,
 广东省L深圳市L委员会O组织部S干部二处S副处长P,主持工作,
广州L军区O第一通信总站S工程师P,广州卫星通信地球站值班室主任,e
 广东省L深圳市L盐田区O委员会S副书记P,党组书记第五届市委员会委员,
 广东省L深圳市L委员会O副秘书长P,政协深圳市委员会副秘书长,
 基建工程兵P二U,四,
广东总队O深圳市L支队S支队长P,深圳市委员会政法委员会委员,
中办O调研室O三组S处长级干部P,挂任广东省深圳市委员会政研室副主任,
1982.07）U,广州铁路局团委组织部部员,
解放军O坦克四师S十五团S战士P,驻辽宁省无线电一厂军代室战士,
 广东省L深圳市L投资促进中心O,外资办,
 深圳市L委员会O统战部S副部长P,政协深圳市委员会社会法制委员会副主任,
综合开发研究院O华南经济研究组S组长P,华南港深经济研究中心主任,
中央台办O,挂任广东省深圳市委员会副秘书长,
 深圳市L教育科学研究所O副教授P,科研,
 深圳市L政府O外事办公室S副主任P,政协深圳市委员会港澳台侨委员会副主任,
 深圳市L委员会O办公厅S秘书处S科员P,科,
在U惠东L,博罗县参加“四清”运动,
 深圳市L人大常委员会O委员P,教育科学文化卫生工作委员会主任,
第一批特招干部U,广东省深圳市人大常委员会教科文卫工委办公室助理调研员,
 广东省L深圳市L建筑工务署O署长P,民建深圳市委员会主委,
 广东省L深圳市L政协O副主席P,民建深圳市委员会主委,
中国银行业监督管理委员会O政策研究局S副局长P,深圳市金融办主任,
中国银行业监督管理委员会O系统工会S副主任P,深圳市金融办主任,
 深圳市L环境科学研究院O院长P,政协深圳市委员会人口资源环境委员会副主任,
第42军O司令部S直工处S副营P,营,
 深圳市L人居环境委员会O主任P,政协深圳市人口资源环境委员会主任,
 广州市L天河区L元岗街道O办事处S经济管理科S,综治办,
中国电子器材公司O特区公司S办公室S副主任P,合作开发处处长,
 武汉市L驻U深圳办事处O副科级P,正科级,
浙江伟星实业公司O总经理助理P,深圳伟星工贸公司常务副总,
 深圳市L生态环境局O盐田L管理局S局长P,农工党深圳市委员会副主委,
 深圳市L审计局O副局长P,审计局经济责任审计专业局局长,
 深圳市L公安局O四处S户籍科S民警P,正科级,
 深圳市L南山区L卫生局O副局长P,农工党深圳市委员会委员,
 深圳市L南山区L政协S副主席P,农工党深圳市委员会主委,
 深圳市L卫生计划生育委员会O副主任P,农工党深圳市委员会主委,
 深圳市L卫生健康委员会O副主任P,农工党广东省委员会副主委,
 共青团O广东省L深圳市L委员会O办公室S主任助理P,共青团深圳市委员会机关委员会副书记,
 广东省L肇庆L地区U航运局O二中队S加油U,轮,e
 深圳市L公安局O蛇口分局S,治安科,
招商局O蛇口工业区有限公司S党委S委员P,深圳蛇口港公安局党委书记,
开除党籍U,开除公职,
科技部O火炬中心S高新区S管理处S处长P,挂任市科技创新委副主任,e
 广州L军区O技术侦察局S门诊部S实习学员P,医师技术13级,e
 深圳市L公园管理中心O副主任P,专业技术岗三级,
武汉水利电力大学O驻深办S主任P,深圳佳房地产公司副总经理,e
 广西L右江民族医学院O临床内科S,教学,e
 广东省L深圳市L投资促进中心O,外资办,
 深圳市L体育发展中心O副主任P,政协深圳市委员会文教卫体委员会副主任,
 海南省L国营和岭农场教育工作组O副组长P,转干,
 深圳市L环保监测站O环境统计P,电脑维护,
交通部L公路科学研究所O公路U,城市道路与机场工程专业硕士研究生学习,
 广东省L深圳市L经济贸易信息化委员会O党组S成员P,中国自由贸易试验区深圳前海蛇口片区管理委员会党组成员,
 深圳市L审计局O行政事业处S副处长P,支持工作,
深业集团有限公司O董事长P,市特区建设发展集团有限公司董事,
 深能集团O妈湾电力公司S月亮湾电厂S运行部S燃机岗P,汽机岗,
同济大学O公路U,城市道路机场工程专业学习,
 深圳市L公安局O福田分局S天安派出所S履行U副所长P职责U,主持工作,
 江西省L军区O五·七农场S锻炼U,工作,
 深圳L图书馆O副馆长P,致公党深圳市委员会副主委,
 广东L深圳L电信局O企业发展部S副主任P,台盟深圳支部主委,
广州L工人足球队O,广州足球队运动员,
 政协O深圳市L委员会S副秘书长P,致公党深圳市委员会秘书长,
 深圳市L司法局O局长P,政协深圳市委员会社会法制民族宗教委员会副主任,
 深圳市L政府外事O办公室S主任P,政协深圳市港澳台侨外事委员会主任人选,
 深圳市L科技工贸信息化委员会O副主任P,政协深圳市委员会副秘书长人选,
 深圳市L药品监督管理局O局长P,政协深圳市文化文史学习委员会主任,
 深圳市L委员会O统战部S副部长P,政协深圳市委员会港澳台侨工委主任,
 深圳市L残疾人联合会O理事长人选P,政协深圳市委员会委员港澳台侨工委主任,
 深圳市L残疾人联合会O理事长P,政协深圳市委员会委员港澳台侨工委主任,
 深圳市L水务有限公司O董事长P,党委书记市政协人口资源环境委员会副主任,
因机构U,体制变化,
澳洲玛莎集团有限公司O董事P,深圳市玛莎嘉儿连锁实业有限公司董事总经理,
深港产学研基地O副主任P,深圳市科技局副局长,
创维集团O研究院S副院长P,TV－AV研究所所长,
深圳大学O团委副S书记,广东省深圳市团委常委,
1980.02—1984.0942U军O第125师S政治部S文化科S副科长P,375团政治处主任,
香港L大大集团公司O董事长P,惠东美塑木型材制品有限公司董事长,
 深圳市L委员会O政研室S港澳经济研究处S干部P,科,
中国工程院O院士P,深圳大学光电子学研究所所长,
 深圳市L残疾人劳动就业服务中心O主任P,农工党深圳市委员会副主委,
 深圳市L残疾人综合服务中心O主任P,农工党深圳市委员会副主委,
香港深圳社团总会O副会长P,深圳市妇女联合会执委,
九三学社O深圳市L委员会S秘书长P,福田区政协副主席,
中国国际贸易促进委员会O深圳分会S会务信息部S部长P,深圳国际商会秘书长,
 广东省L深圳市L委员会O常委P,中国自由贸易试验区深圳前海蛇口片区管理委员会主任,
杭州L话剧团O,民盟浙江省委员会秘书,
 深圳市L福田区L人大O常委P深圳市福田区人大常委员会办公室主任U,党组成员深圳市福田区选联任工委主任,e
解放军O铁道兵S第八师S教导队S学员P,铁道兵第三十八团三营十二连排长,
核工业部O279厂S,新疆军区9901部队农场劳动锻,
 深圳市L地税局O福田征收分局S电脑管理科S科长P,民建深圳市委员会福田区四支部委员,x
 广东省L韶关L地委O办公室S科员P,科,
 深圳市L前海深港现代服务业合作区管理局O副局长P,中国自由贸易试验区深圳前海蛇口片区管理委员会副主任,
南昌陆军学院O毕业U学员P,南京军区守备第12师46团一营三连排长,
 深圳市L福田区L环保局O办公室S负责人P,共青团福田区直属机关委员会副书记,
 深圳市L福田区L香蜜湖街道党委O委员P,办事处主任助理街道纪委副书记,
